Produktnr.;Produktnavn;Varegruppe;Varegruppenavn;Original_nummer;i_nettbutikk
DR10169;"Drivaksel, Hyundai, Framaksel høyre";1010;Drivaksel;;
DR10167;"Drivaksel, Suzuki, Framaksel høyre";1010;Drivaksel;;
DR10168;"Drivaksel, Mitsubishi, Framaksel høyre";1010;Drivaksel;;
DR10165;"Drivaksel, Audi, Framaksel høyre med abs";1010;Drivaksel;;
DR10166;"Drivaksel, Kia, Framaksel høyre";1010;Drivaksel;;
DR10163;"Drivaksel, Audi, høyre";1010;Drivaksel;;
DR10164;"Drivaksel, Audi, Framaksel høyre med abs";1010;Drivaksel;;
DR10162;"Drivaksel, Audi, høyre";1010;Drivaksel;;
DR10161;"Drivaksel, Audi, Framaksel høyre";1010;Drivaksel;;
DR10160;"Drivaksel, Land Rover, Freelander Framaksel høyre";1010;Drivaksel;;
DR10159;"Drivaksel, Audi, Framaksel venstre";1010;Drivaksel;;
DR10158;"Drivaksel, Ford, Bakaksel høyre";1010;Drivaksel;;
DR10157;"Drivaksel, Mazda, Framaksel høyre uten abs";1010;Drivaksel;;
DR10156;"Drivaksel, Mazda, Framaksel høyre med abs";1010;Drivaksel;;
DR10155;"Drivaksel, Mazda, Framaksel høyre med abs";1010;Drivaksel;;
DR10153;"Drivaksel, Mazda, Framaksel høyre med abs";1010;Drivaksel;;
DR10154;"Drivaksel, Mazda, Framaksel høyre med abs";1010;Drivaksel;;
DR10152;"Drivaksel, Mazda, Framaksel høyre med abs";1010;Drivaksel;;
DR10151;"Drivaksel, Subaru, Framaksel høyre";1010;Drivaksel;;
DR10149;"Drivaksel, Hyundai, Framaksel høyre med abs";1010;Drivaksel;;
DR10148;"Drivaksel, Hyundai, Framaksel høyre";1010;Drivaksel;;
DR10147;"Drivaksel, Ford, Mazda, Framaksel høyre";1010;Drivaksel;;
DR10146;"Drivaksel, Ford, Mazda, Framaksel høyre";1010;Drivaksel;;
DR10145;"Drivaksel, Ford, Framaksel høyre";1010;Drivaksel;;
DR10143;"Drivaksel, Honda,Framaksel høyre";1010;Drivaksel;;
DR10142;"Drivaksel, Mitsubishi, Framaksel høyre";1010;Drivaksel;;
DR10141;"Drivaksel, Hyundai, Kia, Mntis Framaksel høyre med abs";1010;Drivaksel;;
DR10140;"Drivaksel, Hyundai, Kia, Framaksel høyre";1010;Drivaksel;;
DR10139;"Drivaksel, Kia, Hyundai, Framaksel høyre med abs";1010;Drivaksel;;
DR10138;"Drivaksel, Kia, Framaksel høyre";1010;Drivaksel;;
DR10137;"Drivaksel, Kia, Framaksel høyre";1010;Drivaksel;;
DR10136;"Drivaksel, Chrysler Framaksel høyre med abs";1010;Drivaksel;;
DR10135;"Drivaksel, Jeep Cherokee Framaksel høyre";1010;Drivaksel;;
DR10134;"Drivaksel, Opel, Framaksel høyre";1010;Drivaksel;;
DR10133;"Drivaksel, Chrysler Framaksel høyre med abs";1010;Drivaksel;;
DR10132;"Drivaksel, Renault, Framaksel høyre";1010;Drivaksel;;
DR10131;"Drivaksel, Renault, Framaksel høyre";1010;Drivaksel;;
DR10130;"Drivaksel, Jeep Framaksel høyre";1010;Drivaksel;;
DR10129;"Drivaksel, Renault, Framaksel høyre";1010;Drivaksel;;
DR10128;"Drivaksel, Renault, Twingo Framaksel høyre uten abs";1010;Drivaksel;;
DR10127;"Drivaksel, Renault, Twingo Framaksel høyre med abs";1010;Drivaksel;;
DR10126;"Drivaksel, Renault, Framaksel høyre";1010;Drivaksel;;
DR10125;"Drivaksel, Dacia, Framaksel høyre";1010;Drivaksel;;
DR10124;"Drivaksel, Rover, Framaksel høyre uten abs";1010;Drivaksel;;
DR10123;"Drivaksel, Rover, Framaksel høyre Med abs";1010;Drivaksel;;
DR10122;"Drivaksel, Renault, Framaksel høyre uten abs";1010;Drivaksel;;
DR10121;"Drivaksel, Renault, Framaksel høyre";1010;Drivaksel;;
DR10120;"Drivaksel, Renault, Framaksel høyre";1010;Drivaksel;;
DR10119;"Drivaksel, Suzuki, Framaksel høyre";1010;Drivaksel;;
DR10118;"Drivaksel, Suzuki, Framaksel høyre uten abs Manuell girkasse";1010;Drivaksel;;
DR10117;"Drivaksel, Suzuki, Framaksel høyre uten abs";1010;Drivaksel;;
DR10116;"Drivaksel, Suzuki, Framaksel høyre med abs Manuell girkasse";1010;Drivaksel;;
DR10115;"Drivaksel, Suzuki, Framaksel høyre med abs";1010;Drivaksel;;
DR10114;"Drivaksel, Suzuki, Framaksel høyre";1010;Drivaksel;;
DR10113;"Drivaksel, Suzuki, Framaksel høyre med abs";1010;Drivaksel;;
DR10112;"Drivaksel, Suzuki, Framaksel høyre";1010;Drivaksel;;
DR10111;"Drivaksel, Suzuki, Framaksel høyre uten abs";1010;Drivaksel;;
DR10110;"Drivaksel, Toyota, Framaksel høyre";1010;Drivaksel;;
DR10109;"Drivaksel, Audi, Seat, Volkswagen, Framaksel høyre";1010;Drivaksel;;
DR10107;"Drivaksel, Volkswagen, Framaksel høyre";1010;Drivaksel;;
DR10108;"Drivaksel, Volkswagen, Seat, Skoda, høyre";1010;Drivaksel;;
DR10106;"Drivaksel, Jeep Cherokee Framaksel høyre";1010;Drivaksel;;
DR10105;"Drivaksel, Jeep Cherokee Framaksel høyre";1010;Drivaksel;;
DR10104;"Drivaksel, Jeep Cherokee Framaksel høyre";1010;Drivaksel;;
DR10103;"Drivaksel, Jeep Cherokee Framaksel høyre";1010;Drivaksel;;
DR10100;"Drivaksel, Ford, Mazda, Framaksel høyre";1010;Drivaksel;;
DR10099;"Drivaksel, Ford, Mazda, Framaksel høyre";1010;Drivaksel;;
DR10097;"Drivaksel, Ford, Framaksel høyre";1010;Drivaksel;;
DR10098;"Drivaksel, Ford, Framaksel høyre";1010;Drivaksel;;
DR10095;"Drivaksel, Ford, Framaksel høyre";1010;Drivaksel;;
DR10096;"Drivaksel, Mazda, Ford, Framaksel høyre";1010;Drivaksel;;
DR10094;"Drivaksel, Nissan, Framaksel høyre ute abs";1010;Drivaksel;;
DR10093;"Drivaksel, Nissan, Framaksel høyre med abs";1010;Drivaksel;;
DR10092;"Drivaksel, Nissan, Framaksel høyre med abs";1010;Drivaksel;;
DR10091;"Drivaksel, Toyota, Framaksel høyre med abs";1010;Drivaksel;;
DR10090;"Drivaksel, Toyota, Framaksel høyre";1010;Drivaksel;;
DR10089;"Drivaksel, Toyota, Framaksel høyre";1010;Drivaksel;;
DR10088;"Drivaksel, Toyota, Framaksel høyre";1010;Drivaksel;;
DR10085;"Drivaksel, Citroen, Fiat Peugeot, Peugeot, Framaksel høyre";1010;Drivaksel;;
DR10086;"Drivaksel, Toyota, Framaksel høyre";1010;Drivaksel;;
DR10084;"Drivaksel, Citroen, Peugeot, Fiat Framaksel høyre uten abs";1010;Drivaksel;;
DR10083;"Drivaksel, Citroen, Fiat Peugeot, Framaksel høyre med abs";1010;Drivaksel;;
DR10082;"Drivaksel, Citroen, Lancia Framaksel høyre med abs";1010;Drivaksel;;
DR10081;"Drivaksel, Citroen, Fiat, Lancia, Framaksel høyre";1010;Drivaksel;;
DR10080;"Drivaksel, Peugeot, Framaksel høyre med abs";1010;Drivaksel;;
DR10079;"Drivaksel, Peugeot, Framaksel høyre uten abs";1010;Drivaksel;;
DR10078;"Drivaksel, Citroen, Fiat Peugeot, Framaksel høyre";1010;Drivaksel;;
DR10077;"Drivaksel, Citroen, Framaksel høyre";1010;Drivaksel;;
DR10076;"Drivaksel, Peugeot, Framaksel høyre med abs";1010;Drivaksel;;
DR10075;"Drivaksel, Bmw, Peugeot, Framaksel høyre med abs";1010;Drivaksel;;
DR10074;"Drivaksel, Peugeot, Framaksel høyre med abs";1010;Drivaksel;;
18-162530;"Drivaksel, Citroen, Fiat Peugeot, Framaksel høyre";1010;Drivaksel;"1497192088, 1607947080, 1607947080, 3272VZ, 3273.FA, 3273.NK, 3273.NL, 3273.VZ, 3273.YY, 3273.YZ, 3273VZ, 3273YY, 3273YZ, 9640848080, 9801618880, 1440100788, 71765688, 1497192080, 1497197080, 1607947080, 3273.EG, 3273.NK, 3273.NL, 3273.YF, 3273.YG, 3273EG, 3273FA, 3273NK, 3273NL, 3273YF, 3273YG, 3273YY, 3273YZ, 9801618880,";ja
DR10072;"Drivaksel, Chrysler Framaksel høyre";1010;Drivaksel;;
DR10070;"Drivaksel, Chrysler Framaksel høyre med abs";1010;Drivaksel;;
DR10069;"Drivaksel, Chrysler Framaksel høyre med abs";1010;Drivaksel;;
DR10068;"Drivaksel, Chrysler Framaksel høyre";1010;Drivaksel;;
DR10067;"Drivaksel, Chrysler Framaksel høyre med abs";1010;Drivaksel;;
DR10066;"Drivaksel, Chrysler Framaksel høyre med abs";1010;Drivaksel;;
DR10065;"Drivaksel, Chrysler Framaksel høyre med abs";1010;Drivaksel;;
DR10064;"Drivaksel, Chrysler Framaksel høyre";1010;Drivaksel;;
DR10063;"Drivaksel, Chrysler Framaksel høyre med abs";1010;Drivaksel;;
DR10062;"Drivaksel, Chrysler Framaksel høyre";1010;Drivaksel;;
DR10061;"Drivaksel, Chrysler Framaksel høyre";1010;Drivaksel;;
DR10060;"Drivaksel, Renault, Dacia, Framaksel høyre";1010;Drivaksel;;
DR10059;"Drivaksel, Renault, Framaksel høyre";1010;Drivaksel;;
DR10058;"Drivaksel, Renault, Framaksel høyre";1010;Drivaksel;;
DR10057;"Drivaksel, Peugeot, Citroen, Framaksel høyre uten abs";1010;Drivaksel;;
DR10056;"Drivaksel, Peugeot, Citroen, Framaksel høyre med abs";1010;Drivaksel;;
DR10055;"Drivaksel Fiat Ducato, Talento, Peugeot J5, Citroen C25, framaksel høyre";1010;Drivaksel;;
DR10054;"Drivaksel til Renault, Opel & Nissan, Foran, Høyre m/ABS";1010;Drivaksel;;
DR10053;"Drivaksel, Citroen, Framaksel høyre";1010;Drivaksel;;
DR10052;"Drivaksel, Peugeot, Framaksel høyre uten abs";1010;Drivaksel;;
DR10051;"Drivaksel, Peugeot, Framaksel høyre med abs";1010;Drivaksel;;
DR10049;"Drivaksel, Peugeot, Framaksel høyre med abs";1010;Drivaksel;;
DR10050;"Drivaksel til Peugeot 206, 306, Foran, Høyre m/ABS";1010;Drivaksel;;
DR10048;"Drivaksel, Peugeot, Framaksel høyre med abs";1010;Drivaksel;;
DR10047;"Drivaksel, Peugeot, Framaksel høyre med abs";1010;Drivaksel;;
DR10045;"Drivaksel, Peugeot, Framaksel høyre med abs";1010;Drivaksel;;
DR10046;"Drivaksel, Peugeot, Framaksel høyre med abs";1010;Drivaksel;;
DR10044;"Drivaksel, Peugeot, Framaksel høyre med abs";1010;Drivaksel;;
DR10043;"Drivaksel, Peugeot, Framaksel høyre uten abs";1010;Drivaksel;;
DR10042;"Drivaksel, Peugeot, Framaksel høyre med abs";1010;Drivaksel;;
DR10041;"Drivaksel, Peugeot, Framaksel høyre med abs";1010;Drivaksel;;
DR10040;"Drivaksel, Peugeot, Framaksel høyre med abs";1010;Drivaksel;;
DR10039;"Drivaksel, Peugeot, Framaksel høyre";1010;Drivaksel;;
DR10038;"Drivaksel Peugeot, Citroen, Framaksel høyre";1010;Drivaksel;;
DR10037;"Drivaksel, Peugeot, Framaksel høyre med abs";1010;Drivaksel;;
DR10036;"Drivaksel, Citroen, Peugeot, Framaksel høyre";1010;Drivaksel;;
DR10035;"Drivaksel, Peugeot, Framaksel høyre uten abs";1010;Drivaksel;;
DR10034;"Drivaksel, Peugeot, Framaksel høyre";1010;Drivaksel;;
DR10033;"Drivaksel, Rover, Framaksel høyre uten abs";1010;Drivaksel;;
DR10032;"Drivaksel, Rover, Framaksel høyre med abs";1010;Drivaksel;;
DR10031;"Drivaksel, Peugeot, Framaksel høyre med abs";1010;Drivaksel;;
DR10030;"Drivaksel, Nissan, Opel, Renault, Framaksel høyre";1010;Drivaksel;;
DR10029;"Drivaksel, Opel, Renault, høyre";1010;Drivaksel;;
DR10028;"Drivaksel, Bmw, Framaksel høyre Manuell girkasse";1010;Drivaksel;;
18-342150;"Drivaksel, Mini Mini Framaksel høyre Manuell girkasse";1010;Drivaksel;"31602756340, 31604853484, 31602752248, 31602756274, 31607596060, 31607599564, 31607616142, 31608605466, 31608605470,";ja
DR10025;"Drivaksel, Ford, Framaksel høyre";1010;Drivaksel;;
DR10024;"Drivaksel, Volkswagen, Framaksel høyre";1010;Drivaksel;;
DR10023;"Drivaksel, Audi, Volkswagen, Skoda, framaksel høyre";1010;Drivaksel;;
DR10022;"Drivaksel, Volkswagen, Framaksel høyre";1010;Drivaksel;;
DR10021;"Drivaksel, Volkswagen, Framaksel høyre";1010;Drivaksel;;
DR10020;"Drivaksel, Volkswagen, Seat, høyre";1010;Drivaksel;;
DR10018;"Drivaksel, Honda, Framaksel høyre med abs";1010;Drivaksel;;
DR10019;"Drivaksel, Honda, Framaksel høyre";1010;Drivaksel;;
DR10017;"Drivaksel, Honda, Framaksel høyre";1010;Drivaksel;;
DR10016;"Drivaksel, Honda, Framaksel høyre";1010;Drivaksel;;
DR10015;"Drivaksel, Honda, Framaksel høyre";1010;Drivaksel;;
DR10013;"Drivaksel, Honda, Framaksel høyre med abs";1010;Drivaksel;;
DR10014;"Drivaksel, Honda, Framaksel høyre med abs";1010;Drivaksel;;
DR10012;"Drivaksel, Honda, Framaksel høyre uten abs";1010;Drivaksel;;
DR10011;"Drivaksel, Mazda, Framaksel høyre uten abs";1010;Drivaksel;;
DR10010;"Drivaksel, Hyundai, Framaksel høyre med abs";1010;Drivaksel;;
DR10009;"Drivaksel, Mazda, Framaksel høyre uten abs";1010;Drivaksel;;
DR10008;"Drivaksel, Mazda, Framaksel høyre med abs";1010;Drivaksel;;
DR10006;"Drivaksel, Mazda, Framaksel høyre med abs";1010;Drivaksel;;
DR10007;"Drivaksel, Mazda, Framaksel høyre med abs";1010;Drivaksel;;
DR10005;"Drivaksel, Hyundai, Framaksel høyre med abs";1010;Drivaksel;;
DR10004;"Drivaksel, Hyundai, Framaksel høyre med abs";1010;Drivaksel;;
DR10003;"Drivaksel, Hyundai, Framaksel høyre med abs";1010;Drivaksel;;
DR10002;"Drivaksel, Hyundai, Framaksel høyre";1010;Drivaksel;;
18-092461;"Drivaksel til Toyota Prius, Foran, Høyre";1010;Drivaksel;43410-47020,;ja
DR10001;"Drivaksel, Hyundai, Framaksel høyre";1010;Drivaksel;;
18-063081;"Drivaksel til Nissan X-Trail, Qashqai & Renault Koleos, Bak, Høyre & Venstre m/ABS";1010;Drivaksel;"39600-JD60A, 39600-JD60B, 39600JD60A, 39600JD60B,";ja
DR21162;"Drivaksel til Nissan X-Trail (T30), Bak, Høyre & Venstre";1010;Drivaksel;;
DR21165;"Drivaksel til Ford Fiesta & B-Max, Foran, Venstre";1010;Drivaksel;;
DR21166;"Drivaksel til Ford Fiesta & B-Max, Foran, Høyre";1010;Drivaksel;;
DR21167;"Drivaksel til BMW 5'er, Bak, Høyre & Venstre";1010;Drivaksel;;
DR21168;"Drivaksel til Isuzu D-Max, Foran, Høyre & Venstre";1010;Drivaksel;;
DR21169;"Drivaksel til Volvo V60 Hybrid, Bak, Høyre & Venstre";1010;Drivaksel;;
DR21170;"Drivaksel til Jeep Cherokee, Wrangler Foran, Høyre";1010;Drivaksel;;
18-011950;"Drivaksel til Ford & Volvo, Foran, Venstre";1010;Drivaksel;"1786064, 1805111, AG91-3B437-JC, RMAG91-3B437-J1C,";ja
DR21172;"Drivaksel til Honda Accord, Foran, Venstre";1010;Drivaksel;;
DR21174;"Drivaksel til Fiat Panda, Foran, Høyre";1010;Drivaksel;;
18-153071;"Drivaksel til Volvo S60, S80, V60, V70, XC60 & XC70, Bak, Høyre & Venstre";1010;Drivaksel;"31325135, 36001876, P31325135AC,";ja
DR21175;"Drivaksel til Fiat Panda, Foran, Venstre";1010;Drivaksel;;
DR21177;"Drivaksel til Audi, Skoda, Seat, Volkswagen, Bak, Høyre";1010;Drivaksel;;
DR21180;"Drivaksel til Mercedes S-Klasse, Foran, Høyre";1010;Drivaksel;;
DR21178;"Drivaksel til Mercedes Sprinter (903), Foran, Høyre & Venstre";1010;Drivaksel;;
DR21179;"Drivaksel til Mercedes S-Klasse, Foran, Venstre";1010;Drivaksel;;
DR11339;"Drivaksel til Toyota Avensis T27 2.2L , Foran, Venstre";1010;Drivaksel;;
DR21182;"Drivaksel til Toyota Avensis T27 2.0L, Foran, Høyre";1010;Drivaksel;;
DR21181;"Drivaksel til Toyota Avensis T27 2.2L, Foran, Høyre";1010;Drivaksel;;
DR21183;"Drivaksel til Hyundai Santa Fe & Kia Sorento, Foran, Venstre";1010;Drivaksel;;
DR21185;"Drivaksel til Tesla Model 3, Foran, Høyre & Vestre";1010;Drivaksel;;
DR21187;"Drivaksel til Tesla Model S, Foran, Venstre";1010;Drivaksel;;
DR21186;"Drivaksel til Tesla Model 3, Bak, Høyre & Vestre";1010;Drivaksel;;
DR21188;"Drivaksel til Tesla Model S, Foran, Høyre";1010;Drivaksel;;
DR21190;"Drivaksel til BMW 1'er, 2, 3'er, 4, Bak, Høyre";1010;Drivaksel;;
DR21191;"Drivaksel til Nissan X-Trail, Foran, Venstre";1010;Drivaksel;;
DR21193;"Drivaksel til Nissan Qashqai, Foran, Høyre";1010;Drivaksel;;
DR21192;"Drivaksel til Nissan Qashqai, Foran, Venstre";1010;Drivaksel;;
DR21113;"Drivaksel til Mercedes GLK, Foran, Høyre";1010;Drivaksel;;
DR21194;"Drivaksel til Renault Scenic, Foran, Høyre";1010;Drivaksel;;
DR21195;"Drivaksel til Citroen C3, C4 Cactus, DS3 & Peugeot 208 I, Foran, Høyre";1010;Drivaksel;;
DR21199;"Drivaksel til Chevrolet & Daewoo, Foran, Høyre";1010;Drivaksel;;
18-216320;"Drivaksel til VW Crafter & MAN, Foran, Høyre";1010;Drivaksel;"65.39106-6071, 2N0407272H, 2N0407272K, 2N0407272M, 2N0407272R, 2N0407452AV, 2N0407452AX, 2N0407452CV, 2N0407452CX,";ja
DR21197;"Drivaksel til Honda Jazz, Foran, Høyre";1010;Drivaksel;;
DR21198;"Drivaksel til Chevrolet & Daewoo, Foran, Venstre";1010;Drivaksel;;
18-012980;"Drivaksel til Ford Fiesta, Foran, Høyre";1010;Drivaksel;"1559559, 1805655, 1840190, 8V51-3B436-DD,";ja
DR21201;"Drivaksel til VW Crafter & MAN, Foran, Venstre";1010;Drivaksel;;
DR11229;"Drivaksel til Toyota Hilux VI, Foran, Høyre & Venstre";1010;Drivaksel;;
DR21202;"Drivaksel til Volvo V70 II, S60 I, Foran, Høyre";1010;Drivaksel;;
DR21203;"Drivaksel til VW, Audi & Skoda, Foran, Høyre";1010;Drivaksel;;
DR21204;"Drivaksel til Kia Ceed & Soul, Foran, Høyre";1010;Drivaksel;;
DR21205;"Drivaksel til Nissan Patrol, Foran, Høyre";1010;Drivaksel;;
DR21206;"Drivaksel til Mitsubishi, Citroen & Peugeot, Foran, Høyre";1010;Drivaksel;;
18-142340;"Drivaksel til Mercedes E-klasse, Foran, Høyre - 580mm";1010;Drivaksel;"2133303603, 2133308205, A2133303603, A2133308205,";ja
DR21210;"Drivaksel til Izuzu D-Max, Foran, Høyre & Venstre";1010;Drivaksel;;
DR21211;"Drivaksel til Volkswagen Transporter, Foran, Venstre";1010;Drivaksel;;
DR21212;"Drivaksel til Honda Civic VIII, Foran, Høyre";1010;Drivaksel;;
DR21215;"Drivaksel til Volkswagen, Foran, Venstre";1010;Drivaksel;;
DR21213;"Drivaksel til Mercedes 124, E-klasse  -> 2000, Bak, Høyre & Venstre";1010;Drivaksel;;
DR21214;"Indre drivaksel til Kia & Hyundai, Foran, Høyre";1010;Drivaksel;;
DR21216;"Drivaksel til Mercedes B-klasse, Foran, Venstre";1010;Drivaksel;;
DR21217;"Drivaksel til Mercedes B-klasse, Foran, Høyre";1010;Drivaksel;;
DR21112;"Drivaksel til Mercedes GLK, Foran, Venstre";1010;Drivaksel;;
DR21218;"Drivaksel til BMW 3, Bak, Høyre";1010;Drivaksel;;
DR21219;"Drivaksel til BMW 3, Bak, Venstre";1010;Drivaksel;;
DR21220;"Drivaksel til Volvo V90, S90, Foran, Venstre";1010;Drivaksel;;
DR21221;"Drivaksel til Volvo V90, S90, Foran, Høyre";1010;Drivaksel;;
DR21222;"Drivaksel til Volvo V40, Foran, Venstre";1010;Drivaksel;;
DR21223;"Drivaksel til Toyota Corolla, Foran, Høyre";1010;Drivaksel;;
18-085151;"Drivaksel til Hyundai, Foran, Venstre";1010;Drivaksel;49500-C8000,;ja
DR21225;"Drivaksel til Mitsubishi, Foran, Høyre";1010;Drivaksel;;
DK77.002;"Drivaksel til Suzuki Vitara, Bak, Venstre";1010;Drivaksel;;
DR21227;"Drivaksel til Suzuki Vitara, Bak, Høyre";1010;Drivaksel;;
DR21231;"Drivaksel til Nissan, Micra, Note, Foran, Høyre";1010;Drivaksel;;
DR21230;"Drivaksel til Nissan, Micra, Note, Foran, Venstre";1010;Drivaksel;;
18-015170;"Drivaksel til Ford, Kuga, Foran, Venstre";1010;Drivaksel;"1841616, 1845817, DV6P-3B437-DB, RMDV6P-3B437-D1A,";ja
DR21232;"Drivaksel til Peugeot Qubo, Bipper, Nemo, Foran, Høyre";1010;Drivaksel;;
DR21233;"Drivaksel til VW, Foran, Venstre";1010;Drivaksel;;
DR21235;"Drivaksel til VW, Audi, Seat, Foran, Høyre";1010;Drivaksel;;
16-210090;"Drivaksel Adapter til Volkswagen, 26/42, L. 143,3,3 mm";1010;Drivaksel;;
DR21236;"Drivaksel, Foran, Høyre til Volvo XC60 (156)";1010;Drivaksel;;
DR21237;"Drivaksel til Ford Mondeo, Foran, Høyre";1010;Drivaksel;;
DR21238;"Drivaksel til Ford Mondeo, Foran, Venstre";1010;Drivaksel;;
DR21239;"Drivaksel til BMW 5, Foran, Høyre";1010;Drivaksel;;
DR21240;"Drivaksel til BMW 5, Foran, Venstre";1010;Drivaksel;;
18-042620;"Drivaksel til Honda CR-V, Bak, Høyre";1010;Drivaksel;"42310SWA000, 42310SXSA01, 42310SXSA010M1,";ja
18-041620;"Drivaksel til Honda CR-V, Bak, Venstre";1010;Drivaksel;"42311SWA000, 42311SXSA01, 42311SXSA010M1,";ja
DR21121;"Drivaksel til Jaguar, Bak, Venstre";1010;Drivaksel;;
DR21122;"Drivaksel til Jaguar, Bak, Høyre";1010;Drivaksel;;
18-143151;"Drivaksel til Mercedes C-klasse, Bak, Høyre & Venstre, m/ ABS-ring";1010;Drivaksel;"2043501710, 2043502010, 2043504310, A2043501710, A2043502010, A2043504310,";ja
18-142280;"Drivaksel til Mercedes C-klasse, Foran, Høyre";1010;Drivaksel;"2043301201, 2043301400, 2043302101, 2043302501, 2043305200, 2043305600, A2043301201, A2043301400, A2043302101, A2043302501, A2043305200, A2043305600,";ja
DR21116;"Indre Drivaksel til Mercedes, Venstre, Foran";1010;Drivaksel;;
18-141280;"Drivaksel til Mercedes C-klasse, Foran, Venstre";1010;Drivaksel;"2043301300, 2043302401, 2043305100, 2043305500, A2043301300, A2043302401, A2043305100, A2043305500,";ja
DR21111;"Drivaksel til Audi A6 (C5), Allround (C5), Venstre, Foran m/ABS";1010;Drivaksel;;
18-141320;"Drivaksel til Mercedes E-Klasse, Foran, Venstre";1010;Drivaksel;"2133304805, 2133309902, A2133304805, A2133309902,";ja
FEB/1212-IX35MT6;"Indre Drivaksel til Hyundai, Kia, Foran, Høyre";1010;Drivaksel;;
DR21108;"Drivaksel til Volvo V40, foran venstre";1010;Drivaksel;;
DR21107;"Drivaksel til Volvo, foran høyre";1010;Drivaksel;;
DR21103;"Drivaksel til Kia, Hyundai, Foran Høyre";1010;Drivaksel;;
DR21104;"Drivaksel til Kia, Hyundai, Foran Venstre";1010;Drivaksel;;
DR21106;"Drivaksel til Ford, høyre foran";1010;Drivaksel;;
DR21105;"Drivaksel Volvo, framaksel venstre";1010;Drivaksel;;
DR21101;"Drivaksel til Kia, Hyundai, Foran, Venstre";1010;Drivaksel;;
DR21102;"Drivaksel til Ford Courier, venstre foran";1010;Drivaksel;;
DR21099;"Drivaksel Volvo Fremre Venstre";1010;Drivaksel;;
18-142330;"Drivaksel til Mercedes S-klasse, Foran, Høyre";1010;Drivaksel;"2183301400, 2213300901, 2213301301, 2213301501, 2213302201, 2213302301, 2213306400, 2213309801, A2183301400, A2213300901, A2213301301, A2213301501, A2213302201, A2213302301, A2213303202, A2213306400, A2213309801,";ja
18-141330;"Drivaksel til Mercedes S-Klasse, Foran, Venstre";1010;Drivaksel;"2183301300, 2213300801, 2213301201, 2213301401, 2213301601, 2213302101, 2213306300, 2213309701, A2183301300, A2213300801, A2213301201, A2213301401, A2213301601, A2213302101, A2213306300, A2213309701, A2213309901,";ja
DR21094;"Drivaksel Ford C-max foran venstre";1010;Drivaksel;;
18-151091;"Drivaksel Volvo fremre venstre";1010;Drivaksel;"30735129, 30735131, 30783084, 36000521, 8252037, 8601857, 8602580, 8603796, 8689210, 8689216, 9480544, 9480546,";ja
DR21095;"Drivaksel Volvo fremre høyre";1010;Drivaksel;;
DR21093;"Drivaksel til Ford C-Max";1010;Drivaksel;;
DR21091;"Drivaksel Fiat, Citroen";1010;Drivaksel;;
DR21090;"Drivaksel, Volvo, Ford, Framaksel venstre";1010;Drivaksel;;
DR21082;"Drivaksel til Mercedes Sprinter, Foran, Høyre & Venstre";1010;Drivaksel;;
DR21085;"Drivaksel MB , drivaksel bak ventre, høyre";1010;Drivaksel;;
DR21083;"Drivaksel Audi, VW, framaksel venstre";1010;Drivaksel;;
DR21080;"Drivaksel til Mercedes, Foran, Venstre";1010;Drivaksel;;
DR20189-Outlet;"Drivaksel Toyota framaksel venstre";1010;Drivaksel;;
DR20169-Outlet;"Drivaksel Toyota framaksel høyre";1010;Drivaksel;;
18-341470;"Drivaksel til BMW, Bak, Venstre";1010;Drivaksel;"33207591595, 332,";ja
DR20156;"Drivaksel Bmw bakaksel høyre";1010;Drivaksel;;
DR20150;"Drivaksel Bmw bakaksel venstre";1010;Drivaksel;;
DR20116;"Drivaksel Citroen, PEUGEOT framaksel høyre";1010;Drivaksel;;
DR20110;"Drivaksel til Volvo XC60, Foran, Venstre";1010;Drivaksel;;
DR20103;"Drivaksel Bmw bakaksel begge sider";1010;Drivaksel;;
DR20100;"Drivaksel Kia framaksel høyre";1010;Drivaksel;;
DR20020;"Drivaksel CITROEN, Peugeot framaksel høyre";1010;Drivaksel;;
18-342241;"Drivaksel til BMW, Bak, Høyre";1010;Drivaksel;"33207524042, 3321,";ja
DR20013-Outlet;"Drivaksel Toyota, Lexus bakaksel begge sider";1010;Drivaksel;;
